,id,is_free,price,total_positive_reviews,total_negative_reviews,Adventure,Casual,Indie,RPG,Action,Strategy,Simulation,Sports,Massively Multiplayer,Violent,Free to Play,Early Access,Gore,Nudity,Single-player,Steam Trading Cards,Steam Cloud,Partial Controller Support,Full controller support,Multi-player,Steam Achievements,Steam Workshop,Co-op,Steam Leaderboards,Online Co-op,Local Co-op,Shared/Split Screen,Stats,Online Multi-Player,Cross-Platform Multiplayer,SteamVR Collectibles,Local Multi-Player,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Valve Anti-Cheat enabled,Commentary available,Captions available,Includes level editor,In-App Purchases,VR Support,MMO,tag_action,tag_atmospheric,tag_co,tag_fantasy,tag_fi,tag_great,tag_indie,tag_multiplayer,tag_op,tag_open,tag_person,tag_rich,tag_rpg,tag_sci,tag_soundtrack,tag_story,tag_strategy,tag_world,pyear,pmonth,pday,ryear,rmonth,rday,delta_days,scores,playtime_forever
186,186,False,4800.0,683.0,38.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.43,0.4,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.43,0.48,0.0,0.0,2018.0,6.0,21.0,2015,12,21,913.0,94.72954230235784,4.216666666666667
187,187,False,9900.0,5559.0,416.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.21,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.26,0.24,0.23,0.52,0.0,0.0,0.24,0.0,0.25,2017.0,6.0,23.0,2009,11,5,2787.0,93.03765690376568,0.03333333333333333
188,188,False,6700.0,453.0,160.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0.28,0.0,0.0,0.4,0.0,0.0,0.32,0.0,0.0,0.66,0.0,0.0,0.4,0.0,0.0,0.0,0.0,2018.0,6.0,22.0,2007,6,26,4014.0,73.89885807504079,0.0
189,189,False,4800.0,1372.0,69.0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.0,0.0,0.0,0.0,0.3,0.29,0.0,0.0,0.38,0.0,0.34,0.38,0.0,0.3,0.34,0.0,0.37,2018.0,5.0,14.0,2016,9,29,592.0,95.2116585704372,0.6
190,190,False,17000.0,31993.0,1058.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.28,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.36,0.33,0.32,0.35,0.0,0.0,0.32,0.0,0.35,2017.0,6.0,23.0,2012,10,8,1719.0,96.79888656924147,0.9833333333333332
191,191,False,1500.0,2809.0,492.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.46,0.0,0.42,0.0,0.0,0.0,0.42,0.0,0.45,2017.0,10.0,28.0,2015,3,5,968.0,85.0954256285974,0.2
192,192,False,20800.0,8351.0,2488.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.18,0.49,0.0,0.0,0.0,0.0,0.0,0.49,0.22,0.21,0.0,0.44,0.0,0.0,0.0,0.24,0.22,2018.0,11.0,9.0,2016,2,29,984.0,77.04585293846296,6.316666666666666
193,193,False,5800.0,5683.0,1359.0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.49,0.0,0.17,0.16,0.2,0.0,0.0,0.0,0.0,0.42,0.0,0.17,0.0,0.68,0.0,2018.0,8.0,6.0,2015,9,1,1070.0,80.70150525418916,0.0
194,194,False,6800.0,5338.0,699.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.3,0.0,0.0,0.0,0.3,0.29,0.0,0.0,0.38,0.35,0.34,0.0,0.0,0.3,0.34,0.0,0.37,2017.0,10.0,28.0,2014,9,25,1129.0,88.42140135829054,0.0
195,195,False,3500.0,32156.0,5298.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.3,0.0,0.0,0.0,0.3,0.29,0.0,0.0,0.38,0.35,0.34,0.0,0.0,0.3,0.34,0.0,0.37,2017.0,10.0,25.0,2016,2,9,624.0,85.85464836866556,2.1166666666666667
196,196,False,8800.0,249706.0,50297.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.18,0.2,0.54,0.0,0.0,0.0,0.0,0.46,0.54,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.26,0.0,2017.0,12.0,22.0,2015,12,1,752.0,83.23450098832345,2.6333333333333333
197,197,False,13300.0,47530.0,2488.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.2,0.28,0.29,0.0,0.2,0.19,0.23,0.28,0.25,0.0,0.23,0.5,0.0,0.2,0.23,0.27,0.25,2017.0,12.0,4.0,2017,9,14,81.0,95.02579071534247,92.63333333333334
198,198,True,0.0,3578.0,762.0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.24,0.0,0.0,0.34,0.0,0.23,0.0,0.0,0.3,0.0,0.0,0.3,0.34,0.0,0.0,0.63,0.29,2017.0,6.0,23.0,2014,9,18,1009.0,82.44239631336406,0.0
199,199,False,6800.0,41729.0,2399.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.39,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.47,2018.0,7.0,18.0,2014,11,14,1342.0,94.56354242204496,0.0
200,200,True,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,8.0,11.0,2018,11,13,271.0,-1.0,0.0
201,201,False,7000.0,1422.0,154.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.32,0.0,0.0,0.46,0.32,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.46,0.32,0.37,0.0,0.0,2019.0,8.0,11.0,2016,6,29,1138.0,90.22842639593908,0.0
202,202,False,5000.0,1202.0,296.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0.27,0.0,0.39,0.0,0.28,0.26,0.0,0.0,0.0,0.0,0.31,0.34,0.0,0.28,0.31,0.0,0.0,2016.0,11.0,13.0,2015,9,29,411.0,80.24032042723631,1.1666666666666667
203,203,False,4800.0,4058.0,560.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.3,0.0,0.44,0.0,0.31,0.29,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.31,0.0,0.4,0.37,2017.0,4.0,11.0,2016,8,9,245.0,87.87353832828065,1.25
204,204,False,8000.0,43758.0,4142.0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.33,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.42,0.39,0.0,0.0,0.0,0.0,0.0,0.44,0.41,2017.0,12.0,22.0,2017,8,1,143.0,91.35281837160751,1.4
205,205,True,0.0,2713.0,332.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.16,0.0,0.48,0.0,0.25,0.0,0.0,0.41,0.48,0.0,0.41,0.0,0.22,0.25,0.0,0.0,0.0,0.0,2015.0,8.0,3.0,2013,3,25,861.0,89.0968801313629,0.016666666666666666
206,206,False,6000.0,6989.0,638.0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.19,0.51,0.27,0.0,0.0,0.18,0.0,0.51,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,2017.0,12.0,22.0,2016,5,17,584.0,91.63498098859316,0.31666666666666665
207,207,False,3600.0,1220.0,486.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.0,0.25,0.53,0.0,0.0,0.0,0.21,0.25,0.23,0.21,0.21,0.46,0.0,0.0,0.21,0.0,0.22,2018.0,6.0,12.0,2009,4,30,3330.0,71.51230949589683,0.0
208,208,False,9000.0,29499.0,4930.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.24,0.33,0.0,0.34,0.24,0.23,0.28,0.33,0.3,0.28,0.0,0.0,0.34,0.24,0.0,0.0,0.29,2017.0,10.0,15.0,2019,2,5,-478.0,85.68067617415551,7.4
209,209,False,7000.0,102948.0,8055.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.37,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.47,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.46,2017.0,12.0,9.0,2018,4,30,-142.0,92.74343936650361,2.7
210,210,False,5000.0,141.0,28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,4.0,25.0,2016,11,10,896.0,83.4319526627219,0.0
211,211,False,11600.0,4711.0,1142.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.19,0.0,0.29,0.0,0.3,0.21,0.2,0.24,0.29,0.26,0.0,0.0,0.0,0.3,0.21,0.0,0.55,0.26,2019.0,7.0,8.0,2015,8,18,1420.0,80.48863830514266,0.0
212,212,False,6800.0,12903.0,992.0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.28,0.0,0.4,0.0,0.28,0.26,0.0,0.0,0.35,0.33,0.31,0.0,0.0,0.28,0.31,0.0,0.34,2017.0,4.0,4.0,2016,8,2,245.0,92.86074127383951,4.183333333333334
213,213,False,3700.0,193310.0,34095.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.19,0.0,0.58,0.0,0.0,0.21,0.0,0.24,0.58,0.0,0.25,0.0,0.0,0.0,0.21,0.0,0.28,0.0,2016.0,10.0,14.0,2013,8,13,1158.0,85.00692596908598,11.516666666666667
214,214,False,11800.0,7796.0,2533.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.19,0.22,0.3,0.0,0.0,0.22,0.0,0.5,0.3,0.27,0.51,0.0,0.0,0.0,0.22,0.0,0.0,0.26,2018.0,11.0,26.0,2016,12,2,724.0,75.47681285700455,6.3
215,215,False,3600.0,4692.0,614.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.17,0.18,0.5,0.0,0.26,0.19,0.17,0.21,0.5,0.23,0.22,0.0,0.0,0.26,0.19,0.0,0.0,0.22,2017.0,6.0,28.0,2012,1,31,1975.0,88.42819449679608,0.0
216,216,False,4000.0,177.0,51.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.33,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.42,0.0,0.0,0.38,0.44,0.0,2018.0,3.0,22.0,2015,7,28,968.0,77.63157894736842,0.15
217,217,False,6800.0,1238.0,200.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.43,0.4,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.43,0.48,0.0,0.0,2018.0,4.0,21.0,2016,3,1,781.0,86.09179415855354,0.0
218,218,False,6900.0,32155.0,9237.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.31,0.17,0.23,0.24,0.0,0.17,0.0,0.39,0.23,0.21,0.4,0.19,0.42,0.0,0.17,0.19,0.0,0.21,2017.0,8.0,24.0,2017,5,22,94.0,77.6840935446463,9.883333333333333
219,219,False,2600.0,4898.0,1410.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.51,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.49,2019.0,6.0,28.0,2015,6,1,1488.0,77.64743183259353,0.4166666666666667
220,220,False,15999900.0,77254.0,3407.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0.26,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.6,0.29,0.32,0.0,0.0,0.29,0.0,0.0,2017.0,10.0,2.0,2013,3,4,1673.0,95.77614956422559,9.683333333333334
221,221,False,5000.0,1651.0,382.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.24,0.0,0.69,0.0,0.0,0.23,0.0,0.0,0.3,0.0,0.27,0.3,0.0,0.0,0.27,0.0,0.29,2017.0,3.0,3.0,2015,10,14,506.0,81.21003443187408,31.983333333333334
222,222,False,18500.0,1849.0,644.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.25,0.0,0.0,0.0,0.25,0.0,0.29,0.0,0.31,0.58,0.28,0.0,0.0,0.25,0.28,0.0,0.3,2018.0,3.0,25.0,2016,6,10,653.0,74.16766947452868,7.516666666666667
223,223,False,9500.0,58815.0,2879.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.25,0.0,0.37,0.36,0.26,0.0,0.0,0.0,0.0,0.3,0.29,0.32,0.36,0.26,0.29,0.0,0.0,2018.0,3.0,28.0,2013,3,25,1829.0,95.33341978150224,0.0
224,224,False,7000.0,30160.0,1226.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.32,0.35,0.0,0.0,0.5,0.0,0.33,0.0,0.0,0.0,0.41,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2018.0,3.0,28.0,2013,9,4,1666.0,96.09379978334289,0.0
225,225,True,0.0,86653.0,2667.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.31,0.34,0.0,0.0,0.0,0.34,0.32,0.0,0.0,0.0,0.4,0.38,0.0,0.0,0.34,0.39,0.0,0.0,2016.0,9.0,21.0,2015,1,29,601.0,97.0141065830721,3.033333333333333
226,226,False,13800.0,128486.0,53081.0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0.2,0.0,0.3,0.0,0.31,0.0,0.21,0.51,0.3,0.28,0.26,0.0,0.27,0.31,0.0,0.0,0.0,0.27,2019.0,6.0,15.0,2017,8,27,657.0,70.76506193306052,4.766666666666667
227,227,False,9000.0,4834.0,785.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.2,0.0,0.57,0.0,0.2,0.0,0.0,0.0,0.25,0.0,0.22,0.49,0.0,0.2,0.22,0.26,0.24,2017.0,10.0,27.0,2016,11,10,351.0,86.02954262324258,2.2
228,228,False,11200.0,9349.0,1100.0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.43,0.23,0.0,0.16,0.15,0.18,0.43,0.2,0.0,0.18,0.39,0.0,0.16,0.18,0.42,0.19,2017.0,6.0,28.0,2015,10,27,610.0,89.4726768111781,5.4
229,229,False,6800.0,1132.0,284.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.22,0.0,0.34,0.0,0.35,0.0,0.23,0.57,0.34,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.32,0.0,2018.0,2.0,2.0,2012,9,28,1953.0,79.94350282485875,0.08333333333333333
230,230,False,3600.0,12411.0,1334.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.0,0.57,0.2,0.0,0.0,0.13,0.32,0.57,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,2017.0,4.0,10.0,2011,1,25,2267.0,90.2946526009458,5.033333333333333
231,231,False,9500.0,11955.0,2020.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.61,0.3,0.0,0.0,0.0,0.3,0.34,0.32,2017.0,12.0,17.0,2011,11,8,2231.0,85.54561717352415,0.25
232,232,False,9000.0,244.0,99.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,6.0,27.0,2018,7,12,350.0,71.13702623906705,0.0
233,233,False,12700.0,68895.0,5453.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.25,0.28,0.38,0.0,0.0,0.0,0.0,0.32,0.38,0.35,0.33,0.0,0.35,0.0,0.0,0.0,0.0,0.34,2018.0,4.0,16.0,2015,1,26,1176.0,92.66557271211062,0.016666666666666666
234,234,True,0.0,76.0,5.0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.0,0.0,0.0,0.37,0.0,0.25,0.0,0.0,0.33,0.0,0.3,0.32,0.37,0.0,0.3,0.34,0.32,2016.0,9.0,21.0,2015,10,30,327.0,93.82716049382715,5.383333333333334
235,235,False,5000.0,280.0,81.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.69,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,4.0,20.0,2018,2,26,53.0,77.5623268698061,0.0
236,236,True,0.0,3159.0,1645.0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.0,0.26,0.0,0.27,0.0,0.18,0.44,0.26,0.24,0.22,0.0,0.47,0.27,0.0,0.0,0.0,0.23,2017.0,10.0,28.0,2016,11,8,354.0,65.75770191507078,28.98333333333333
237,237,False,6800.0,1656.0,300.0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.22,0.24,0.0,0.35,0.35,0.25,0.23,0.0,0.0,0.0,0.0,0.28,0.3,0.35,0.25,0.28,0.32,0.0,2019.0,6.0,21.0,2015,8,20,1401.0,84.66257668711657,0.0
238,238,False,6800.0,22228.0,2682.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.51,2018.0,1.0,3.0,2014,2,18,1415.0,89.23323966278603,0.65
239,239,False,3100.0,50.0,5.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,4.0,21.0,2017,3,14,403.0,90.9090909090909,0.0
240,240,False,10000.0,1159.0,121.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.53,0.0,0.0,2016.0,11.0,9.0,2013,8,29,1168.0,90.546875,0.21666666666666667
241,241,False,8800.0,3360.0,615.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.59,0.0,0.0,0.38,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,2019.0,5.0,18.0,2015,4,2,1507.0,84.52830188679246,0.0
242,242,False,3600.0,1147.0,122.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.28,0.0,0.0,0.41,0.29,0.27,0.0,0.0,0.0,0.0,0.32,0.0,0.41,0.29,0.32,0.38,0.0,2018.0,6.0,21.0,2006,8,23,4320.0,90.38613081166272,0.0
243,243,False,9000.0,10303.0,1437.0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.35,0.0,0.0,0.0,0.0,0.33,0.41,0.0,0.0,0.42,0.4,0.0,0.0,0.0,0.4,0.0,0.0,2018.0,3.0,28.0,2017,4,24,338.0,87.75979557069846,0.0
244,244,False,5900.0,11989.0,738.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.2,0.0,0.28,0.0,0.2,0.0,0.0,0.0,0.25,0.46,0.22,0.49,0.0,0.2,0.22,0.0,0.24,2018.0,1.0,9.0,2009,6,16,3129.0,94.20130431366387,9.016666666666667
245,245,False,26800.0,6414.0,437.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.3,0.0,0.46,0.24,0.0,0.17,0.0,0.19,0.46,0.21,0.0,0.19,0.42,0.0,0.17,0.19,0.0,0.21,2018.0,6.0,12.0,2017,1,26,502.0,93.62136914319078,0.25
246,246,False,3600.0,1796.0,264.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0.18,0.0,0.52,0.0,0.0,0.0,0.21,0.0,0.23,0.21,0.0,0.45,0.0,0.0,0.0,0.24,0.22,2018.0,2.0,28.0,2009,6,24,3171.0,87.18446601941747,0.0
247,247,False,6400.0,2460.0,1175.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0.34,0.0,0.0,0.49,0.0,0.0,0.39,0.0,0.0,0.4,0.0,0.0,0.49,0.0,0.0,0.0,0.0,2018.0,6.0,21.0,2011,6,9,2569.0,67.67537826685007,0.0
248,248,False,13500.0,9066.0,562.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0.28,0.0,0.41,0.0,0.29,0.0,0.0,0.0,0.0,0.33,0.32,0.0,0.0,0.29,0.32,0.0,0.0,2019.0,5.0,16.0,2013,1,24,2303.0,94.16285832987121,0.0
